"","OrganizationIdentifier","OrganizationFormalName","MonitoringLocationIdentifier","MonitoringLocationName","MonitoringLocationTypeName","MonitoringLocationDescriptionText","HUCEightDigitCode","DrainageAreaMeasure.MeasureValue","DrainageAreaMeasure.MeasureUnitCode","ContributingDrainageAreaMeasure.MeasureValue","ContributingDrainageAreaMeasure.MeasureUnitCode","LatitudeMeasure","LongitudeMeasure","SourceMapScaleNumeric","HorizontalAccuracyMeasure.MeasureValue","HorizontalAccuracyMeasure.MeasureUnitCode","HorizontalCollectionMethodName","HorizontalCoordinateReferenceSystemDatumName","VerticalMeasure.MeasureValue","VerticalMeasure.MeasureUnitCode","VerticalAccuracyMeasure.MeasureValue","VerticalAccuracyMeasure.MeasureUnitCode","VerticalCollectionMethodName","VerticalCoordinateReferenceSystemDatumName","CountryCode","StateCode","CountyCode","AquiferName","FormationTypeText","AquiferTypeName","ConstructionDateText","WellDepthMeasure.MeasureValue","WellDepthMeasure.MeasureUnitCode","WellHoleDepthMeasure.MeasureValue","WellHoleDepthMeasure.MeasureUnitCode","ProviderName"
"68","UTAHDWQ_WQX","Utah Department Of Environmental Quality","UTAHDWQ_WQX-4901555","Elwood 032 Storm Drain on N River Rd","Storm Sewer",NA,16010204,NA,NA,NA,NA,41.672113419,-112.122509741,NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US",49,3,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"69","UTAHDWQ_WQX","Utah Department Of Environmental Quality","UTAHDWQ_WQX-4901560","Elwood 039 Storm Drain on 5220 W 0.4 mi S of 8800 N","Storm Sewer",NA,16010204,NA,NA,NA,NA,41.664076704,-112.141960855,NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US",49,3,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"70","UTAHDWQ_WQX","Utah Department Of Environmental Quality","UTAHDWQ_WQX-4901570","Elwood 046 Storm Drain @ 5200 W","Storm Sewer",NA,16010204,NA,NA,NA,NA,41.652040283,-112.141363924,NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US",49,3,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"71","UTAHDWQ_WQX","Utah Department Of Environmental Quality","UTAHDWQ_WQX-4901575","Holmgrens Storm Drain","Storm Sewer",NA,16010204,NA,NA,NA,NA,41.624064815,-112.166450983,NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US",49,3,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"72","UTAHDWQ_WQX","Utah Department Of Environmental Quality","UTAHDWQ_WQX-4901580","Canal Drain #2 0.7 mi S of Cropley","Storm Sewer",NA,16010204,NA,NA,NA,NA,41.642847539,-112.174990836,NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US",49,3,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"73","UTAHDWQ_WQX","Utah Department Of Environmental Quality","UTAHDWQ_WQX-4901585","Hardy's #1 Storm Drain","Storm Sewer",NA,16010204,NA,NA,NA,NA,41.598526589,-112.144368214,NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US",49,3,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"74","UTAHDWQ_WQX","Utah Department Of Environmental Quality","UTAHDWQ_WQX-4901590","Salt Creek Drain #1 @ 4600 N","Storm Sewer",NA,16010204,NA,NA,NA,NA,41.593008009,-112.087482781,NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US",49,3,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"75","UTAHDWQ_WQX","Utah Department Of Environmental Quality","UTAHDWQ_WQX-4901600","BEAR R S OF BEAR R CITY","River/Stream",NA,16010204,NA,NA,NA,NA,41.614657221,-112.124393436,NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US",49,3,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"76","UTAHDWQ_WQX","Utah Department Of Environmental Quality","UTAHDWQ_WQX-4901700","BEAR R AT I-15 XING 2 MI NE OF HONEYVILLE","River/Stream",NA,16010204,NA,NA,NA,NA,41.651598739,-112.113843136,NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US",49,3,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"77","UTAHDWQ_WQX","Utah Department Of Environmental Quality","UTAHDWQ_WQX-4901730","Bear River @ SR 102","River/Stream",NA,16010204,NA,NA,NA,NA,41.713247353,-112.117046589,NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US",49,3,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"78","UTAHDWQ_WQX","Utah Department Of Environmental Quality","UTAHDWQ_WQX-4901790","BEAR R. AT HAMPTON'S FORD XING","River/Stream",NA,16010204,NA,NA,NA,NA,41.787702628,-112.10633983,NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US",49,3,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"79","UTAHDWQ_WQX","Utah Department Of Environmental Quality","UTAHDWQ_WQX-4901930","HAMMOND MAIN CANAL AT BRIDGE ON ROAD TO HAMPTON'S FORD","River/Stream",NA,16010204,NA,NA,NA,NA,41.785209033,-112.102458083,NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US",49,3,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"80","UTAHDWQ_WQX","Utah Department Of Environmental Quality","UTAHDWQ_WQX-4901940","CORRINE CANAL @ U30 XING","River/Stream",NA,16010204,NA,NA,NA,NA,41.79242266,-112.11745749,NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US",49,3,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"81","UTAHDWQ_WQX","Utah Department Of Environmental Quality","UTAHDWQ_WQX-4901950","WEST SIDE CANAL BL CUTLER RES","Canal Irrigation",NA,16010204,NA,NA,NA,NA,41.824927705,-112.066340347,NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US",49,3,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"82","UTAHDWQ_WQX","Utah Department Of Environmental Quality","UTAHDWQ_WQX-4901965","COTTONWOOD CK AB CNFL/ BEAR R","River/Stream",NA,16010204,NA,NA,NA,NA,41.793539034,-112.0941157,NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US",49,3,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"83","UTAHDWQ_WQX","Utah Department Of Environmental Quality","UTAHDWQ_WQX-4901975","WILLOW CK BL BEAVER DAM TOWN AB N CUTLER DAM RD XING","River/Stream",NA,16010204,NA,NA,NA,NA,41.811867761,-112.058563142,NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US",49,3,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"84","UTAHDWQ_WQX","Utah Department Of Environmental Quality","UTAHDWQ_WQX-4901980","BEAR R BL CUTLER RES AT UP L BRIDGE","River/Stream",NA,16010204,NA,NA,NA,NA,41.834091104,-112.055231998,NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US",49,3,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"85","UTAHDWQ_WQX","Utah Department Of Environmental Quality","UTAHDWQ_WQX-4902000","MALAD R S OF BEAR R CITY","River/Stream",NA,16010204,NA,NA,NA,NA,41.593266924,-112.128833442,NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US",49,3,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"86","UTAHDWQ_WQX","Utah Department Of Environmental Quality","UTAHDWQ_WQX-4902030","BEAR R CITY LAGOONS","Facility Other",NA,16010204,NA,NA,NA,NA,41.599735065,-112.143309608,NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US",49,3,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"87","UTAHDWQ_WQX","Utah Department Of Environmental Quality","UTAHDWQ_WQX-4902040","MALAD R AB BEAR R CITY LAGOONS","River/Stream",NA,16010204,NA,NA,NA,NA,41.60910133,-112.148839548,NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US",49,3,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"88","UTAHDWQ_WQX","Utah Department Of Environmental Quality","UTAHDWQ_WQX-4902050","Malad River at 6400 N Xing NW of Bear River City (UT09ST-137)","River/Stream",NA,16010204,NA,NA,NA,NA,41.623773841,-112.166721829,NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US",49,3,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"89","UTAHDWQ_WQX","Utah Department Of Environmental Quality","UTAHDWQ_WQX-4902698","Malad R BL Tremonton WWTP at 9600N","River/Stream",NA,16010204,NA,NA,NA,NA,41.683395503,-112.155591074,NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US",49,3,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"90","UTAHDWQ_WQX","Utah Department Of Environmental Quality","UTAHDWQ_WQX-4902700","MALAD R BL TREMONTON WWTP","River/Stream",NA,16010204,NA,NA,NA,NA,41.697151384,-112.161617791,NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US",49,3,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"91","UTAHDWQ_WQX","Utah Department Of Environmental Quality","UTAHDWQ_WQX-4902710","TREMONTON WWTP","Facility Other",NA,16010204,NA,NA,NA,NA,41.698403362,-112.161616287,NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US",49,3,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"92","UTAHDWQ_WQX","Utah Department Of Environmental Quality","UTAHDWQ_WQX-4902715","Malad R AB Tremonton WWTP Discharge","River/Stream",NA,16010204,NA,NA,NA,NA,41.699239031,-112.161811597,NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US",49,3,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"93","UTAHDWQ_WQX","Utah Department Of Environmental Quality","UTAHDWQ_WQX-4902720","MALAD R AB TREMONTON WWTP","River/Stream",NA,16010204,NA,NA,NA,NA,41.711785065,-112.160979719,NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US",49,3,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"94","UTAHDWQ_WQX","Utah Department Of Environmental Quality","UTAHDWQ_WQX-4902740","WESTON GRAIN CO","Facility Other",NA,16010204,NA,NA,NA,NA,41.710761146,-112.171346706,NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US",49,3,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"95","UTAHDWQ_WQX","Utah Department Of Environmental Quality","UTAHDWQ_WQX-4902780","TREMONTON LAND DRAIN #3-500 FT S OF 790 FACTORY ST","Canal Drainage",NA,16010204,NA,NA,NA,NA,41.740207429,-112.149670361,NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US",49,3,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"96","UTAHDWQ_WQX","Utah Department Of Environmental Quality","UTAHDWQ_WQX-4902820","MALAD R BL U/I SUGAR AT CR XING","River/Stream",NA,16010204,NA,NA,NA,NA,41.726595873,-112.150786247,NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US",49,3,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"97","UTAHDWQ_WQX","Utah Department Of Environmental Quality","UTAHDWQ_WQX-4902830","U/I GARLAND OUTFALL AT PARSHALL FLUME","Facility Other",NA,16010204,NA,NA,NA,NA,41.736041375,-112.147455625,NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US",49,3,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"98","UTAHDWQ_WQX","Utah Department Of Environmental Quality","UTAHDWQ_WQX-4902840","MALAD R AB U/I SUGAR AT U82 XING (UT09ST-109)","River/Stream",NA,16010204,NA,NA,NA,NA,41.741263543,-112.144025024,NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US",49,3,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"99","UTAHDWQ_WQX","Utah Department Of Environmental Quality","UTAHDWQ_WQX-4902860","U & I ASH POND OUTFALL","Facility Other",NA,16010204,NA,NA,NA,NA,41.738537622,-112.149123486,NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US",49,3,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"100","UTAHDWQ_WQX","Utah Department Of Environmental Quality","UTAHDWQ_WQX-4902900","Malad River S of Plymouth at SR13/U191 xing (UT09ST-157)","River/Stream",NA,16010204,NA,NA,NA,NA,41.838422511,-112.147367908,NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US",49,3,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"101","UTAHDWQ_WQX","Utah Department Of Environmental Quality","UTAHDWQ_WQX-4902910","MALAD R BL NUCOR STEEL ON CR W OF PLYMOUTH","River/Stream",NA,16010204,NA,NA,NA,NA,41.87159435,-112.180231583,NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US",49,3,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"102","UTAHDWQ_WQX","Utah Department Of Environmental Quality","UTAHDWQ_WQX-4902920","NUCOR STEEL AT PLYMOUTH OUTFALL","Facility Other",NA,16010204,NA,NA,NA,NA,41.886312402,-112.204403575,NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US",49,3,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"103","UTAHDWQ_WQX","Utah Department Of Environmental Quality","UTAHDWQ_WQX-4902940","MALAD RIVER EAST OF PORTAGE","River/Stream",NA,16010204,NA,NA,NA,NA,41.976309055,-112.216067774,NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US",49,3,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"104","UTAHDWQ_WQX","Utah Department Of Environmental Quality","UTAHDWQ_WQX-4903030","NEWTON CK AT QUIGLEY XING 2 BLOCKS NORTH OF U23","River/Stream",NA,16010202,NA,NA,NA,NA,41.867426562,-111.980892209,NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US",49,5,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"105","UTAHDWQ_WQX","Utah Department Of Environmental Quality","UTAHDWQ_WQX-4903040","NEWTON CK 5 BLOCKS NORTH OF U23 XING","River/Stream",NA,16010202,NA,NA,NA,NA,41.872871725,-111.984506282,NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US",49,5,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"106","UTAHDWQ_WQX","Utah Department Of Environmental Quality","UTAHDWQ_WQX-4903050","THE SLOUGH 1 BLOCK SOUTH OF U23 XING","River/Stream",NA,16010202,NA,NA,NA,NA,41.860374549,-111.997591691,NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US",49,5,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"107","UTAHDWQ_WQX","Utah Department Of Environmental Quality","UTAHDWQ_WQX-4903060","THE SLOUGH 2 BLOCKS SOUTH OF U23 XING","River/Stream",NA,16010202,NA,NA,NA,NA,41.858316161,-111.998150041,NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US",49,5,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"108","UTAHDWQ_WQX","Utah Department Of Environmental Quality","UTAHDWQ_WQX-4903070","NEWTON CK 1 MILE ABOVE CUTLER RES","River/Stream",NA,16010202,NA,NA,NA,NA,41.851395223,-111.97552745,NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US",49,5,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"109","UTAHDWQ_WQX","Utah Department Of Environmental Quality","UTAHDWQ_WQX-4903080","THE SLOUGH AT U23 XING IN NEWTON","River/Stream",NA,16010202,NA,NA,NA,NA,41.862586,-111.995593,NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US",49,5,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"110","UTAHDWQ_WQX","Utah Department Of Environmental Quality","UTAHDWQ_WQX-4903090","NEWTON CK AT U23 XING","River/Stream",NA,16010202,NA,NA,NA,NA,41.862422,-111.980405,NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US",49,5,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"111","UTAHDWQ_WQX","Utah Department Of Environmental Quality","UTAHDWQ_WQX-4903100","NEWTON CREEK AB CUTLER RESERVOIR","River/Stream",NA,16010202,NA,NA,NA,NA,41.838816574,-111.971891738,NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US",49,5,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"112","UTAHDWQ_WQX","Utah Department Of Environmental Quality","UTAHDWQ_WQX-4903110","NEWTON CK BL NEWTON RES","River/Stream",NA,16010202,NA,NA,NA,NA,41.895014339,-111.972393749,NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US",49,5,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"113","UTAHDWQ_WQX","Utah Department Of Environmental Quality","UTAHDWQ_WQX-4903130","NEWTON RES AB DAM 01","Lake",NA,16010202,NA,NA,NA,NA,41.897150006,-111.974391136,NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US",49,5,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"114","UTAHDWQ_WQX","Utah Department Of Environmental Quality","UTAHDWQ_WQX-4903133","Newton Reservoir west of parking lot","Lake",NA,16010202,NA,NA,NA,NA,41.8992,-111.975687,NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US",49,5,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"115","UTAHDWQ_WQX","Utah Department Of Environmental Quality","UTAHDWQ_WQX-4903140","NEWTON RES MIDLAKE 02","Lake",NA,16010202,NA,NA,NA,NA,41.906596596,-111.98301079,NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US",49,5,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"116","UTAHDWQ_WQX","Utah Department Of Environmental Quality","UTAHDWQ_WQX-4903150","NEWTON RES UPPER LAKE 03","Lake",NA,16010202,NA,NA,NA,NA,41.912148747,-111.993007622,NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US",49,5,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"117","UTAHDWQ_WQX","Utah Department Of Environmental Quality","UTAHDWQ_WQX-4903180","CLARKSTON CK AT 600 SOUTH AND 600 EAST","River/Stream",NA,16010202,NA,NA,NA,NA,41.907594758,-112.031447386,NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US",49,5,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"118","UTAHDWQ_WQX","Utah Department Of Environmental Quality","UTAHDWQ_WQX-4903190","CLARKSTON CK AT U142 XING","River/Stream",NA,16010202,NA,NA,NA,NA,41.91986776,-112.037783254,NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US",49,5,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"119","UTAHDWQ_WQX","Utah Department Of Environmental Quality","UTAHDWQ_WQX-4903200","CLARKSTON CK AT 500 NORTH IN CLARKSTON","River/Stream",NA,16010202,NA,NA,NA,NA,41.929064514,-112.044626238,NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US",49,5,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"120","UTAHDWQ_WQX","Utah Department Of Environmental Quality","UTAHDWQ_WQX-4903260","BEAR R AB CUTLER RES AT BRIDGE 1 MI W OF BENSON","River/Stream",NA,16010202,NA,NA,NA,NA,41.797703207,-111.930225836,NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US",49,5,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"121","UTAHDWQ_WQX","Utah Department Of Environmental Quality","UTAHDWQ_WQX-4903300","STILLWATER AB CUTLER RES","River/Stream",NA,16010202,NA,NA,NA,NA,41.797781585,-111.929444596,NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US",49,5,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"122","UTAHDWQ_WQX","Utah Department Of Environmental Quality","UTAHDWQ_WQX-4903400","BEAR R BL CNFL / SUMMIT CK  AT 2400 WEST","River/Stream",NA,16010202,NA,NA,NA,NA,41.836318363,-111.893557648,NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US",49,5,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"123","UTAHDWQ_WQX","Utah Department Of Environmental Quality","UTAHDWQ_WQX-4903500","SUMMIT CK AB CNFL / BEAR R","River/Stream",NA,16010202,NA,NA,NA,NA,41.833263986,-111.884386437,NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US",49,5,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"124","UTAHDWQ_WQX","Utah Department Of Environmental Quality","UTAHDWQ_WQX-4903501","SUMMIT CK AB CNFL / BEAR R 4903500 Duplicate","River/Stream","Duplicate of 4903500",16010202,NA,NA,NA,NA,41.833263986,-111.884386437,NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US",49,5,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"125","UTAHDWQ_WQX","Utah Department Of Environmental Quality","UTAHDWQ_WQX-4903510","SUMMIT CK @ USFS BNDY","River/Stream",NA,16010202,NA,NA,NA,NA,41.8696817,-111.757965265,NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US",49,5,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"126","UTAHDWQ_WQX","Utah Department Of Environmental Quality","UTAHDWQ_WQX-4903512","SUMMIT CK 1/2 MILE BELOW S FK SUMMIT CK","River/Stream",NA,16010202,NA,NA,NA,NA,41.88131923,-111.725778668,NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US",49,5,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"127","UTAHDWQ_WQX","Utah Department Of Environmental Quality","UTAHDWQ_WQX-4903520","WHITES CACHE VALLEY FH","Facility Other",NA,16010202,NA,NA,NA,NA,41.840481355,-111.875777618,NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US",49,5,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"128","UTAHDWQ_WQX","Utah Department Of Environmental Quality","UTAHDWQ_WQX-4903550","Dairy Farmers of America (DFA) Lagoon Discharge","Facility Other",NA,16010202,NA,NA,NA,NA,41.848757582,-111.912920141,NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US",49,5,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"129","UTAHDWQ_WQX","Utah Department Of Environmental Quality","UTAHDWQ_WQX-4903560","BEAR R AT AMALGA AT CR 218","River/Stream",NA,16010202,NA,NA,NA,NA,41.840763096,-111.881334013,NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US",49,5,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"130","UTAHDWQ_WQX","Utah Department Of Environmental Quality","UTAHDWQ_WQX-4903680","BEAR R BL CNFL / CUB R","River/Stream",NA,16010202,NA,NA,NA,NA,41.873814328,-111.873557258,NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US",49,5,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"131","UTAHDWQ_WQX","Utah Department Of Environmental Quality","UTAHDWQ_WQX-4903695","CUB R BL RITEWOOD EGG","River/Stream",NA,16010202,NA,NA,NA,NA,41.903430807,-111.875612585,NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US",49,5,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"132","UTAHDWQ_WQX","Utah Department Of Environmental Quality","UTAHDWQ_WQX-4903696","RITEWOOD EGG CELL #2 NW CORNER","Facility Other",NA,16010202,NA,NA,NA,NA,41.907041106,-111.874612957,NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US",49,5,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"133","UTAHDWQ_WQX","Utah Department Of Environmental Quality","UTAHDWQ_WQX-4903697","RITEWOOD EGG CELL #1NW CORNER","Facility Other",NA,16010202,NA,NA,NA,NA,41.910236313,-111.874897728,NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US",49,5,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"134","UTAHDWQ_WQX","Utah Department Of Environmental Quality","UTAHDWQ_WQX-4903698","RITEWOOD EGG EVAPORATION POND","Facility Other",NA,16010202,NA,NA,NA,NA,41.908369036,-111.871725277,NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US",49,5,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"135","UTAHDWQ_WQX","Utah Department Of Environmental Quality","UTAHDWQ_WQX-4903699","CUB R @ RITEWOOD EGG BRIDGE (UP-GRADIENT)","River/Stream",NA,16010202,NA,NA,NA,NA,41.91039612,-111.875201352,NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US",49,5,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"136","UTAHDWQ_WQX","Utah Department Of Environmental Quality","UTAHDWQ_WQX-4903700","CUB R AB CNFL / BEAR R W of old High school","River/Stream",NA,16010202,NA,NA,NA,NA,41.908814466,-111.878278491,NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US",49,5,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"137","UTAHDWQ_WQX","Utah Department Of Environmental Quality","UTAHDWQ_WQX-4903720","RICHMOND LAGOONS outfall 001","Facility Other",NA,16010202,NA,NA,NA,NA,41.925904,-111.840851,NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US",49,5,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"138","UTAHDWQ_WQX","Utah Department Of Environmental Quality","UTAHDWQ_WQX-4903723","Richmond WWTP outfall 002","Facility Other",NA,16010202,NA,NA,NA,NA,41.924882,-111.834089,NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US",49,5,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
